,prod,title,date,ver.purchase,format,stars,comments,attitude
419,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Poor Quality
  
",15-Feb-22,1,Number of Items: 6Black/Graphite (6-pairs)Size: Large,1,          These socks are not worth the price. Made from cheap fabric and wore out after a few washings.  ,
420,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Good buy
  
",25-Jun-20,1,Number of Items: 6Black/Graphite (6-pairs)Size: Large,4,"          Perfect for hot weather, ""no socks"" look. Very comfortable.  ",
421,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Poor Quality
  
",17-Nov-18,1,Number of Items: 6Black/Graphite (6-pairs)Size: X-Large,1,"          These socks feel soft, plush and stretchy, fresh out of the package.  It took one wearing for the first sock to start falling apart and they literally unravel into nothing.  I was shocked how poor quality they were, mine look just like the pic's others have shared and I just throw them in the trash.  Don't buy these, Under Armor has other socks that are much better.  ",
422,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Had high hopes; ultimately disappointed!
  
",6-Aug-17,1,Number of Items: 6Black/Graphite (6-pairs)Size: X-Large,1,"          I had high hopes because of the UA brand. I loved these socks initially, but after a few washes they began to make my feet even more sweaty than the regular, cotton Hanes I wore previously.  ",
423,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Great
  
",14-Apr-21,1,Number of Items: 6Black/Graphite (6-pairs)Size: Medium,5,          Great socks  ,
424,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Inconsistent size label
  
",21-Dec-19,1,Number of Items: 6Black/Graphite (6-pairs)Size: Large,1,          Bought these for dad with a shoe size of 8.5. I picked the size on the drop down of 8-12.  When I got them the package said 9-12. They look too large for him. Couldn’t get a replacement in time and would have held all the gifts mailed to FL up. But will return them after Christmas.  ,
425,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Great socks. Highly recommend
  
",19-Jul-21,1,Number of Items: 6Black/Graphite (6-pairs)Size: Large,5,          Very soft and comfortable. Use them for playing golf.  ,
426,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Awesome
  
",18-Aug-20,1,Number of Items: 6Black/Graphite (6-pairs)Size: X-Large,5,          Awesome  ,
427,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    100% Polyester....
  
",11-Jan-17,1,Number of Items: 6Black/Graphite (6-pairs)Size: Medium,3,          these socks are 100% polyester and this means when you finish your day in these socks your feet will be moist to wet...a blend would be much better  ,
428,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Amazing!
  
",23-Jun-20,1,Number of Items: 6White/Graphite (6-pairs)Size: Large,5,"          My husband is very picky with his socks, they must have cushion in them and he loves these!  ",
429,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    don't waste time searching and buy these.
  
",19-May-19,1,Number of Items: 6Black/Graphite (6-pairs)Size: X-Large,5,"          I am rough on socks.  Run, work out and then the sock killer, yard work.  They hold up against everything I throw at them.  ",
430,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    best socks ever
  
",20-Apr-21,1,Number of Items: 6Black/Graphite (6-pairs)Size: Large,5,          buying a new pair after a year and still in good shape  ,
431,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Bad quality.
  
",30-Oct-18,1,Number of Items: 6Black/Graphite (6-pairs)Size: X-Large,1,          Terrible quality. After very few wears/washes there are strings sticking out all over them.  ,
432,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Good enough to get you by
  
",2-Dec-20,1,Number of Items: 6White/Graphite (6-pairs)Size: X-Large,5,          Cant say alot good or bad about little socks. They work  ,
433,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Good athletic socks
  
",2-Jul-18,1,Number of Items: 6White/Graphite (6-pairs)Size: Large,5,          Needed some low cut athletic socks. These are great. They feel great and manage sweat well. I went back and bought a second bag.  ,
434,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Great purchase
  
",16-Jan-19,1,Number of Items: 6Black/Graphite (6-pairs)Size: Large,5,          Great purchase! Arrived quickly and safely! Would recommend to anyone!Bought for my husband and he loves it!  ,
435,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    No padding and fit is on the small side
  
",10-Feb-19,1,Number of Items: 6White/Graphite (6-pairs)Size: X-Large,4,          These are very thin and run a little small. Order one size up if you are on the upper end of a size range.  ,
436,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Great fit
  
",26-Jul-20,1,Number of Items: 6White/Graphite (6-pairs)Size: Large,5,          Great socks  ,
437,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Comfortable
  
",13-Dec-20,1,Number of Items: 6White/Graphite (6-pairs)Size: Large,5,          Comfortable  ,
438,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Fits small
  
",6-Jul-21,1,Number of Items: 6Black/Graphite (6-pairs)Size: X-Large,3,          Too small  ,
439,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Love these socks!
  
",6-Sep-20,1,Number of Items: 6White/Graphite (6-pairs)Size: Large,5,          Great buy!  ,
440,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Great performance n Breathable!
  
",12-Sep-18,1,Number of Items: 6Black/Graphite (6-pairs)Size: X-Large,5,"          Man, these r awesome! Especially the breathability. They stretch around your feet n kind of feel springy if u will. Can't go wrong during summer especially with shoes that breathe too! Luv'em  ",
441,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Great fit and great quality
  
",20-May-19,1,Number of Items: 6Black/Graphite (6-pairs)Size: Medium,5,          Fit great. I'm always using these for both working out and casual. Good quality and last a long time  ,
442,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    These are knock offs!! DO NOT BUY
  
",1-Feb-19,1,Number of Items: 6White/Graphite (6-pairs)Size: Large,1,          My son wears Under Armor socks and they are always good quality.  I purchased this 6 pack in January 2019 and immediately the socks began fraying underneath and they are falling apart.  Shame on Amazon for allowing this to happen.  Not sure if I will pursue a refund but I will be more careful with future Amazon purchases for sure.  The company is getting too big for themselves.  ,
443,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Awesome quality.
  
",24-Jan-19,1,Number of Items: 6White/Graphite (6-pairs)Size: Medium,5,          Absolutely love these socks.  They are super comfy for my son and they always stay put.  No sliding down whatsoever.  ,
444,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    I run a lot and these are perfect.
  
",14-Mar-19,1,Number of Items: 6Black/Graphite (6-pairs)Size: Large,5,          material is a little thinner than i'm used to but they don't get holes in them quickly from walking around the house. when these wear out I will buy them again.  ,
445,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Great quality low cut workout socks!
  
",5-Mar-20,1,Number of Items: 6Black/Graphite (6-pairs)Size: Large,5,          Great quality low cut workout socks!  ,
446,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Socks are very short
  
",20-Oct-18,1,Number of Items: 6White/Graphite (6-pairs)Size: Large,2,"          If you want very short socks that barely appear above your shoes, these socks will be fine for you.  However, I wanted to purchase socks that were slightly higher (1-2"" above the foot) and was disappointed in these.  I was misled by a prior review that stated that the socks reached higher on the ankle.  ",
447,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Poor quality
  
",28-Jul-19,1,Number of Items: 6White/Graphite (6-pairs)Size: Medium,1,          I don’t see how this is Under Armour. Falling apart at first use. I have own a lot of UA products and this is the first time I’ve seen this issue.  ,
448,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Doesn’t stay on foot
  
",19-Jan-20,1,Number of Items: 6Petrol Blue AssortedSize: Medium,4,          The heel of the sock tends to get pulled off when wearing with certain shoes.  Have to continually put the socks back on. So it’s annoying when walking a lot  ,
449,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Socks with a perfect fit
  
",5-Apr-19,1,Number of Items: 6White/Graphite (6-pairs)Size: Large,5,          These socks are great. Great support and very well made. I use these socks to walk and work out.  ,
450,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Best low cut socks I have found hands down
  
",16-Mar-18,1,Number of Items: 6White/Graphite (6-pairs)Size: Large,5,"          Best low cut socks I have found hands down. Fit my feet perfect (9.5), don't slide down, and feet never feel sweaty in them.  ",
451,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Meh
  
",26-Jul-18,1,Number of Items: 6White/Graphite (6-pairs)Size: Large,3,"          These are too small for the size.Also they seem to start deteriorating (threads separating) after washing, which is strange for gym socks...  ",
452,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Comfort is key
  
",16-Feb-19,1,Number of Items: 6Black/Graphite (6-pairs)Size: Large,5,"          Best socks ever! Comfy, airy & lasts several months before getting holes or loosing their 'fluffiness'  ",
453,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Holes within 2 weeks....not happy
  
",25-Jul-20,1,Number of Items: 6Black/Graphite (6-pairs)Size: X-Large,1,"          I've barely worn these and already there are holes in the toes, with just light use. Would not buy again, cheaply made.  ",
454,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Fake & coming apart
  
",13-Jul-20,1,Number of Items: 6Black/Graphite (6-pairs)Size: Large,1,          Imposter? These were washed and worn once and are coming apart already.  Don’t waste your money.  ,
455,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Very comfortable for golf
  
",3-Sep-20,1,Number of Items: 6Black/Graphite (6-pairs)Size: X-Large,5,          I use them with my golf shoes  ,
456,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    May Be a Default in Manufacturing
  
",26-Jun-19,1,Number of Items: 6Black/Graphite (6-pairs)Size: Large,2,          Not sure about the manufacturing but these lasted about 2 months before all tearing in the same place. I've heard stories about companies selling off socks that were from a bad batch to individual people...maybe this is the same case? I would expect more from underarmour.  ,
457,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Complete disappointment. My son has been wearing them less than ...
  
",13-Jun-18,1,Number of Items: 6White/Graphite (6-pairs)Size: Large,2,"          Complete disappointment.  My son has been wearing them less than two weeks and they are fraying apart already.  Two washings and they look horrid, as if the threads were not connected. Not what I expected of UA. My family wears nothing but UA socks but may rethink buying again...  ",
458,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Just not durable
  
",2-Jun-20,1,Number of Items: 6Black/Graphite (6-pairs)Size: X-Large,1,          I have used many underarmor socks and these already have holes in 2/3rds of the pack in 2 months...very disappointed...  ,
459,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Great socks!
  
",15-Nov-20,1,Number of Items: 6Black/Graphite (6-pairs)Size: Large,5,          Fit perfectly. Give good arch support and cushion the sole of the foot. Will buy again!  ,
460,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    not very durable
  
",11-Jun-21,1,Number of Items: 6White/Graphite (6-pairs)Size: X-Large,1,"          Brand new out of package, I put on the socks and it ripped.  ",
461,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Comfortable and soft
  
",4-Dec-19,1,Number of Items: 6Petrol Blue AssortedSize: Medium,5,          Very comfortable and soft no show socks. Fit and feel exactly like what you would expect/want out of athletic type socks.  ,
462,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    as promised and right on time  fit great and really comfortable
  
",21-May-20,1,Number of Items: 6Black/Graphite (6-pairs)Size: X-Large,5,          you will love them  ,
